product_key,Sales,region_key,Profit
126,1485.786,126.0,1914.27
127,8774.5,127.0,-5291.088
128,7834.4,128.0,1115.301
129,6401.46,129.0,3418.569
130,8338.6155,130.0,10379.373
131,5112.0,131.0,-10153.5485
132,6483.796,132.0,10301.94956
133,8158.4139,133.0,2767.7557
134,13335.052,134.0,4221.71996
135,5697.76,135.0,2558.16
136,8368.664999999999,136.0,12382.761
137,8702.5152,137.0,4060.5
138,11728.827000000001,138.0,269.5287
139,7748.232,139.0,250.82189999999989
140,5424.75,140.0,3826.9842
141,16829.901,141.0,-7149.618
142,6918.408,142.0,83.67989999999999
143,15610.9656,143.0,4080.255
144,4076.192,144.0,496.04
145,6421.58,145.0,964.62
146,8732.2698,146.0,3178.989
147,18247.824,147.0,-429.78240000000005
148,15177.386999999999,148.0,1022.43
149,3570.879,149.0,1391.829
150,9932.6733,150.0,-684.2235
151,10196.604,151.0,1762.17
152,9383.9592,152.0,784.3725
153,14723.448,153.0,1838.7299999999998
154,12302.592,154.0,4476.54
155,11099.963,155.0,2209.515
156,4619.23,156.0,2247.6899000000003
157,7784.892,157.0,740.6739
158,13086.92,158.0,1985.586
159,5055.93,159.0,8086.1714999999995
160,2066.64,160.0,3117.27
161,5244.0,161.0,887.784
162,3389.346,162.0,276.036
163,2228.6355,163.0,4838.13
164,12590.625,164.0,1862.772
165,3279.5069999999996,165.0,5505.6569
166,1242.585,166.0,1362.535
167,9987.555,167.0,2708.85
168,3124.4895,168.0,17507.3854
169,8985.069599999999,169.0,2980.92
170,7540.965,170.0,1041.24
171,2152.8540000000003,171.0,3301.29
172,4507.902,172.0,322.212
173,2126.7839999999997,173.0,461.22
174,4778.766,174.0,4542.93
175,9083.019,175.0,1210.0800000000002
176,9301.779,176.0,-729.5052
177,5180.616,177.0,1665.0
178,11512.224,178.0,1356.81
179,3447.84,179.0,853.53
180,5083.1016,180.0,1651.62
181,8154.900000000001,181.0,643.977
182,3404.5,182.0,1181.412
183,8138.232,183.0,4561.83
184,3968.5099999999998,184.0,8528.1
185,5787.405,185.0,2420.232
186,5282.424,186.0,1831.05
187,1141.8,187.0,2701.53
188,4260.6315,188.0,490.74750000000006
189,16796.736,189.0,-4600.077
190,5056.125,190.0,-8567.88556
191,8797.5288,191.0,1255.26
192,5575.968,192.0,510.78
193,5685.42,193.0,1398.21
194,9386.9502,194.0,5296.2
195,2289.9789,195.0,-92.661
196,4788.576,196.0,615.39056
197,3816.558,197.0,3756.6544400000002
198,8959.872,198.0,2024.8837
199,1732.5839999999998,199.0,17853.71804
200,5481.21,200.0,186.48000000000002
201,9304.944,201.0,1225.4745
202,19823.479,202.0,1030.0455
203,6936.102,203.0,568.5344999999999
204,2844.2999999999997,204.0,317.02000000000004
205,2058.0,205.0,13318.65
206,4022.4465,206.0,13342.29176
207,4388.718,207.0,-1544.868
208,7360.983,208.0,1607.61
209,3075.81,209.0,1419.096
210,6729.363,210.0,2568.24
211,3401.6000000000004,211.0,283.545
212,8894.196,212.0,-5.757600000000055
213,4453.05,213.0,4944.76268
214,3694.68,214.0,1838.2271
215,5811.456,215.0,354.59999999999997
216,6356.768,216.0,349.868
217,9367.289999999999,217.0,4185.03752
218,8070.192,218.0,-7705.668
219,3620.6,219.0,3231.27864
220,2629.42,220.0,-5570.202
221,18717.0,221.0,3719.55
222,3535.488,222.0,635.352
223,7015.5599999999995,223.0,254.4
224,10702.4082,224.0,220.88100000000003
225,2173.896,225.0,289.56
226,11020.428,226.0,8533.632
227,8041.81904,227.0,3826.55264
228,8215.4076,228.0,1239.48
229,9480.5568,229.0,392.84000000000003
230,4587.705,230.0,-5755.95
231,6648.389999999999,231.0,2565.81
232,7322.676600000001,232.0,-2292.4127
233,4577.775,233.0,1400.67
234,6322.1304,234.0,3228.81
235,5078.961,235.0,3057.69
236,5906.52,236.0,665.2305
237,2331.7200000000003,237.0,1727.64
238,7816.68,238.0,579.3000000000001
239,10115.0,239.0,1756.29
240,3855.18,240.0,1837.3541
241,8899.822,241.0,1872.906
242,2435.7180000000003,242.0,3905.5890999999997
243,14267.412,243.0,8853.06
244,1900.584,244.0,1042.8000000000002
245,2945.0879999999997,245.0,8976.097300000001
246,3498.72,246.0,820.53
247,4388.904,247.0,775.398
248,9366.9543,248.0,4628.30952
249,1682.91,249.0,2739.315
250,2682.904,250.0,103.8225
251,1582.2,251.0,1005.2572
252,9158.296,252.0,633.372
253,1512.0,253.0,280.29
254,1391.4,254.0,1317.44
255,12750.0,255.0,4104.1219
256,4342.83,256.0,-7299.050200000001
257,2936.5236,257.0,651.0120000000001
258,7575.4976,258.0,1285.7714999999998
259,7481.259,259.0,75.4725
260,1587.36,260.0,-36.966
261,4051.053,261.0,123.003
262,7855.509,262.0,91.938
263,10110.66,263.0,2007.8700000000001
264,5418.24,264.0,2568.33
265,4268.0,265.0,2741.6538
266,2847.36,266.0,4507.296
267,4925.7438,267.0,-13626.372
268,11619.834,268.0,817.0409999999999
269,5761.4868,269.0,1159.41
270,7518.42,270.0,1165.692
271,8170.7568,271.0,428.7495
272,4544.925,272.0,2611.14
273,4135.641,273.0,252.1245
274,10638.156,274.0,246.80792000000002
275,10537.89,275.0,2147.01148
276,11702.586,276.0,1553.01
277,5609.83,277.0,1854.42
278,5083.335,278.0,422.43
279,4446.175,279.0,879.8415
280,3130.92,280.0,800.3100000000001
281,7539.7122,281.0,2701.68
282,3164.22,282.0,741.6
283,3153.06,283.0,693.39
284,3168.7809,284.0,1443.3
285,3130.875,285.0,-3047.691
286,3728.0069999999996,286.0,2227.74
287,4322.814,287.0,652.952
288,2791.206,288.0,785.052
289,3123.456,289.0,325.28000000000003
290,7039.0656,290.0,548.9727
291,3485.1600000000003,291.0,699.6
292,11046.609,292.0,1251.36
293,1262.652,293.0,2689.65
294,7259.1561,294.0,394.0
295,7525.32,295.0,3366.33
296,7221.0,296.0,687.5699999999999
297,2226.744,297.0,1003.77
298,4352.175,298.0,1315.68
299,3197.3631,299.0,2193.15
300,3878.514,300.0,1942.206
301,4490.9064,301.0,1276.65
302,7998.86,302.0,1287.4470000000001
303,4786.6203000000005,303.0,-3993.012
304,1858.5,304.0,2911.8
305,2065.1715,305.0,1292.7752
306,8536.605,306.0,1841.6268
307,13209.128999999999,307.0,2427.81
308,5798.388,308.0,909.516
309,3335.328,309.0,1036.905
310,4162.29,310.0,970.7839999999999
311,855.15,311.0,836.7465000000001
312,4170.705,312.0,1038.903
313,2665.854,313.0,3400.1906
314,3516.0,314.0,2175.8292
315,3550.2336,315.0,1268.19
316,1334.16,316.0,4063.9500000000003
317,8603.52,317.0,4568.5789
318,11310.561599999999,318.0,1430.94
319,2797.248,319.0,108.18599999999999
320,4259.416,320.0,1339.185
321,6120.036,321.0,702.2685
322,5451.3,322.0,658.95
323,5327.26,323.0,1033.05
324,6232.400000000001,324.0,5856.72112
325,2126.424,325.0,5187.3697600000005
326,14271.936,326.0,1095.831
327,4465.566,327.0,810.42
328,7294.2336,328.0,1103.4
329,8430.997,329.0,3187.86
330,2668.05,330.0,-582.012
331,5125.295999999999,331.0,1569.33164
332,3361.5,332.0,1701.9
333,6020.217000000001,333.0,3054.12
334,5184.081,334.0,258.9
335,2954.444,335.0,1321.5
336,9150.93,336.0,269.76
337,4692.6525,337.0,1596.8385
338,3055.68,338.0,354.41999999999996
339,22262.1,339.0,3240.855
340,3978.3239999999996,340.0,-1003.0958
341,10637.528,341.0,90.0
342,6695.892,342.0,1385.55
343,3236.976,343.0,1286.76
344,5119.744000000001,344.0,948.60316
345,4637.136,345.0,2240.29168
346,2413.554,346.0,1226.67
347,6618.592,347.0,610.5908
348,3040.0,348.0,2166.942
349,4224.66,349.0,1094.4299999999998
350,5289.9264,350.0,736.95
351,731.34,351.0,-1668.612
352,3999.92,352.0,2196.82968
353,1856.34,353.0,1541.07208
354,7140.24,354.0,637.4977
355,4681.9800000000005,355.0,2131.02356
356,6342.4400000000005,356.0,-451.968
357,3716.5440000000003,357.0,1281.216
358,1586.6999999999998,358.0,58.11150000000001
359,1749.94,359.0,1042.2903000000001
360,4209.732,360.0,-4277.97
361,4751.1,361.0,1478.19
362,14562.81,362.0,1160.37
363,8588.025,363.0,1109.13
364,6346.476,364.0,-79.81908000000008
365,4073.824,365.0,2505.9900000000002
366,2733.2279999999996,366.0,1621.44
367,5665.59,367.0,1525.5
368,2671.515,368.0,1955.124
369,7547.4432,369.0,-1132.1399999999999
370,5060.1318,370.0,1167.54
371,4903.194,371.0,578.16
372,9197.712,372.0,1076.082
373,4298.85,373.0,2342.19
374,5200.8,374.0,355.935
375,5057.0496,375.0,1058.889
376,5619.168,376.0,1330.98
377,3310.791,377.0,15036.5104
378,6037.248,378.0,-632.9228999999999
379,6239.5704,379.0,2189.85
380,6811.02,380.0,9411.44548
381,7404.5,381.0,2228.0099999999998
382,4009.8239999999996,382.0,451.6626
383,5615.4,383.0,242.73
384,2541.8360000000002,384.0,2303.37
385,4228.88664,385.0,2185.89
386,5675.589,386.0,1106.7719
387,10528.77,387.0,1739.79
388,6826.0160000000005,388.0,1169.016
389,14415.0,389.0,-813.99
390,3573.018,390.0,1046.58
391,6338.946,391.0,-470.21389999999997
392,2161.4985,392.0,619.74
393,3430.112,393.0,507.51
394,2090.0879999999997,394.0,924.5699999999999
395,1119.0798,395.0,794.28
396,8308.1376,396.0,2600.37
397,9792.4836,397.0,25.44509999999997
398,2529.576,398.0,1206.978
399,9279.884,399.0,2248.89
400,726.72,400.0,386.1195
401,3495.816,401.0,463.023
402,1855.014,402.0,1481.52
403,5301.789,403.0,598.0500000000001
404,6492.9375,404.0,1231.41
405,1704.87,405.0,616.743
406,5074.191000000001,406.0,1494.6299999999999
407,2469.12,407.0,-2109.2583
408,4195.2,408.0,920.5305
409,4943.106,409.0,320.22
410,1480.368,410.0,3741.528
411,11027.64,411.0,66.5034
412,3287.34,412.0,1592.7
413,3448.2960000000003,413.0,-72.864
414,3985.2,414.0,750.06
415,1661.31,415.0,619.68
416,3012.672,416.0,1091.9099999999999
417,3352.0499999999997,417.0,287.25600000000003
418,2190.951,418.0,4216.365
419,5765.12,419.0,1075.83184
420,5725.349999999999,420.0,1192.392
421,4828.968000000001,421.0,513.51
422,2241.8675,422.0,2214.77868
423,3320.79,423.0,946.596
424,6153.3,424.0,1651.518
425,5936.5599999999995,425.0,1677.5520000000001
426,7667.625,426.0,1502.8799999999999
427,3991.98,427.0,983.472
428,2818.42,428.0,1084.8600000000001
429,8313.2325,429.0,712.98
430,4199.86,430.0,1183.944
431,1140.126,431.0,-347.48400000000004
432,4332.252,432.0,2468.88
433,1917.36,433.0,-4080.34048
434,7141.5,434.0,1474.26
435,3118.44,435.0,520.5891
436,4789.62,436.0,936.4965
437,5692.17,437.0,1386.501
438,6937.14,438.0,-848.0079000000001
439,2893.2,439.0,53.160000000000004
440,3302.964,440.0,399.3
441,9630.856,441.0,1942.0500000000002
442,7242.768,442.0,-1183.4313
443,2269.968,443.0,375.012
444,4350.6539999999995,444.0,1045.1175
445,2681.784,445.0,1239.03
446,3329.82,446.0,298.73269999999997
447,2833.76,447.0,745.62
448,7612.7519999999995,448.0,645.1304
449,5141.0,449.0,905.3631
450,8049.195,450.0,473.301
451,1027.728,451.0,672.48
452,6776.562,452.0,700.896
453,3612.645,453.0,1356.69
454,2059.563,454.0,2416.78592
455,2228.1,455.0,4584.6576
456,2265.1755000000003,456.0,321.552
457,6035.624400000001,457.0,274.41150000000005
458,4132.128,458.0,-2445.6608
459,6870.42,459.0,3029.616
460,1758.74,460.0,2434.1715
461,2835.5625,461.0,282.4208
462,3431.82,462.0,299.4
463,6752.4075,463.0,817.47
464,2113.056,464.0,2427.4353
465,4779.7464,465.0,596.8199999999999
466,1411.2,466.0,1951.6260000000002
467,4368.4173,467.0,280.74
468,7014.972,468.0,638.502
469,1235.25,469.0,-874.5872999999999
470,5212.112,470.0,882.4200000000001
471,6942.068,471.0,571.23
472,3432.0195,472.0,1152.48
473,3919.3109999999997,473.0,638.5095
474,1688.388,474.0,76.169
475,8665.194,475.0,-129.2881
476,6596.74,476.0,1633.7532
477,4420.056,477.0,2633.28
478,15289.6353,478.0,1312.5717
479,6255.7278,479.0,-19960.908
480,4978.302,480.0,-2154.753
481,2163.3615,481.0,776.97
482,6078.924,482.0,1274.95852
483,1883.892,483.0,1707.21
484,1432.2,484.0,4591.17
485,6082.629,485.0,1528.452
486,8500.536,486.0,427.71
487,1363.2,487.0,934.5600000000001
488,5541.237,488.0,4528.5
489,4886.46,489.0,2301.498
490,7133.9985,490.0,595.104
491,5506.566,491.0,492.84000000000003
492,6183.555,492.0,323.502
493,3654.8865,493.0,-551.208
494,4466.58,494.0,1201.5
495,9861.3144,495.0,1287.87
496,17030.311999999998,496.0,953.274
497,4536.2519999999995,497.0,-5368.959
498,7460.379,498.0,3888.9719999999998
499,1797.84,499.0,107.91600000000014
500,6368.736,500.0,1645.71
501,6210.0,501.0,-244.92
502,6584.64,502.0,410.34976
503,8886.18,503.0,127.416
504,3360.21,504.0,1347.42
505,2728.656,505.0,-1761.957
506,2412.3860999999997,506.0,976.62
507,4816.746,507.0,1203.3
508,11658.5568,508.0,302.05199999999996
509,4700.447999999999,509.0,150.96269999999998
510,2165.847,510.0,1024.47
511,622.6200000000001,511.0,-1252.818
512,6104.367,512.0,218.28
513,13898.04,513.0,-15007.416079999999
514,3839.62,514.0,111.267
515,6042.078,515.0,351.69
516,4687.1759999999995,516.0,3775.2237
517,2205.568,517.0,1273.33604
518,13459.509,518.0,-876.2700000000001
519,2291.835,519.0,3338.73
520,3446.16,520.0,909.3738
521,2436.672,521.0,-2354.8160000000003
522,1794.648,522.0,1301.67
523,4947.8,523.0,8689.14
524,5427.99,524.0,1290.3
525,3181.8,525.0,107.16
526,5099.076,526.0,353.313
527,4532.3172,527.0,546.6899999999999
528,3877.68,528.0,887.37
529,8209.059,529.0,306.15
530,2836.701,530.0,2639.88
531,2227.008,531.0,705.12
532,1524.5320000000002,532.0,113.67
533,4373.136,533.0,2716.92
534,4998.069,534.0,2130.36
535,5291.7300000000005,535.0,1379.1608999999999
536,3491.364,536.0,76.29
537,1619.82,537.0,575.22072
538,5366.64872,538.0,1234.0036
539,9544.725,539.0,937.2
540,4348.8,540.0,-1302.249
541,2599.56,541.0,733.14
542,3556.944,542.0,1278.75
543,2804.8500000000004,543.0,154.70000000000002
544,2652.8849999999998,544.0,-654.162
545,3663.8169,545.0,472.594
546,4363.794,546.0,951.3299999999999
547,4088.232,547.0,1063.7956
548,3959.172,548.0,2460.5699999999997
549,3988.299,549.0,420.39128
550,931.5,550.0,281.7
551,4661.3421,551.0,139.98
552,4054.7070000000003,552.0,782.583
553,11134.2,553.0,7363.92
554,3090.92576,554.0,-447.18
555,5740.2,555.0,-1056.056
556,4636.8,556.0,5613.3
557,2958.984,557.0,1600.02
558,6768.63,558.0,1447.63224
559,2593.8,559.0,168.75300000000001
560,2545.233,560.0,1396.4099999999999
561,5009.48,561.0,412.8734
562,4813.0725,562.0,322.197
563,2925.2097,563.0,356.517
564,4196.58,564.0,454.1556
565,6243.3975,565.0,338.22
566,2125.32,566.0,468.54
567,5863.32,567.0,1308.54
568,1894.44,568.0,834.1029
569,1708.6974,569.0,776.7102
570,1974.672,570.0,946.71
571,2576.652,571.0,1306.3799999999999
572,2074.977,572.0,2149.83
573,4788.0960000000005,573.0,1731.78
574,7730.196,574.0,695.97
575,1066.362,575.0,1035.21068
576,2785.9139999999998,576.0,217.77
577,3223.15392,577.0,347.82
578,2182.68,578.0,15.036000000000001
579,3082.0,579.0,2244.9782999999998
580,740.184,580.0,442.5966
581,3372.9300000000003,581.0,374.052
582,7371.2699999999995,582.0,477.12039999999996
583,11252.928,583.0,768.75
584,2072.76,584.0,-60.44099999999998
585,4044.3860000000004,585.0,1493.916
586,1366.8000000000002,586.0,1262.787
587,6518.754,587.0,-3627.384
588,2397.12,588.0,1227.81
589,3768.0899999999997,589.0,2152.65
590,3784.3199999999997,590.0,1580.7
591,2272.8599999999997,591.0,1250.3434
592,3603.288,592.0,2435.589
593,5632.0992,593.0,-1781.01064
594,1802.952,594.0,2135.39532
595,1735.044,595.0,2292.204
596,5087.3045999999995,596.0,-461.84700000000004
597,1375.869,597.0,2793.0851
598,2651.4,598.0,743.61924
599,3775.647,599.0,915.96
600,6616.548,600.0,216.38
601,5310.096,601.0,4362.531
602,6025.698,602.0,883.32
603,4704.696,603.0,592.995
604,3633.1697999999997,604.0,-1180.845
605,4355.1486,605.0,1677.8700000000001
606,2826.7476,606.0,2354.1926399999998
607,1626.984,607.0,2756.55
608,4406.472,608.0,324.3825
609,1938.24,609.0,230.4
610,8545.4064,610.0,1328.25
611,2946.2,611.0,457.2858
612,5493.6552,612.0,1223.2151000000001
613,4573.875,613.0,25.56
614,3743.7920000000004,614.0,2990.472
615,7434.4668,615.0,1336.41
616,1304.64,616.0,174.66324
617,3183.12,617.0,290.8953
618,1421.92,618.0,88.88
619,4181.754,619.0,175.3371
620,7172.376,620.0,846.42
621,9539.261999999999,621.0,-61.20383999999999
622,6301.584,622.0,1114.21104
623,3130.9515,623.0,1226.04
624,1446.984,624.0,2631.597
625,1711.287,625.0,3531.9
626,6476.517,626.0,803.028
627,4061.1517200000003,627.0,22.74000000000001
628,825.174,628.0,504.12
629,4006.4277,629.0,907.0072
630,8972.9775,630.0,325.75199999999995
631,7582.374,631.0,545.694
632,1371.42,632.0,-683.631
633,4859.838,633.0,126.7273
634,6629.265,634.0,426.7
635,704.052,635.0,249.77309999999997
636,1355.13,636.0,781.9335
637,3626.0056,637.0,5067.63
638,5075.136,638.0,-64.9668
639,1214.64,639.0,-1150.3704
640,4185.48,640.0,-701.061
641,5880.916,641.0,672.51
642,3358.503,642.0,2782.17
643,8088.096,643.0,605.4300000000001
644,3222.996,644.0,515.3342999999999
645,1583.82,645.0,1204.179
646,6657.552000000001,646.0,3212.2799999999997
647,3800.88,647.0,273.51
648,1410.4,648.0,-548.9884
649,11138.9616,649.0,1019.4
650,1681.038,650.0,-900.9719
651,2582.16,651.0,894.9285
652,3680.538,652.0,668.793
653,3023.442,653.0,724.83
654,2744.87,654.0,2383.51392
655,11175.424,655.0,1623.48216
656,6227.654,656.0,710.28
657,5572.644,657.0,506.652
658,5935.527,658.0,791.7
659,3592.08144,659.0,1116.981
660,3153.744,660.0,710.13
661,6176.25,661.0,198.14
662,3746.184,662.0,432.48
663,5495.6952,663.0,480.18
664,3963.9555,664.0,725.355
665,3140.55,665.0,1539.06
666,9629.835,666.0,1975.8966
667,2329.959,667.0,-115.04550000000002
668,4338.360000000001,668.0,804.18
669,2799.72,669.0,450.85229999999996
670,5999.900000000001,670.0,408.87
671,8608.3725,671.0,75.099
672,1891.5,672.0,354.03000000000003
673,1672.44,673.0,-262.79999999999995
674,5018.94656,674.0,-670.9350000000001
675,8548.998,675.0,255.05999999999997
676,4207.336,676.0,-339.99679999999995
677,1622.01,677.0,228.536
678,4626.582,678.0,328.563
679,3944.8680000000004,679.0,1513.65
680,2622.69,680.0,318.12
681,2453.2200000000003,681.0,320.6421
682,5768.763,682.0,324.71999999999997
683,5501.517900000001,683.0,1882.11468
684,9862.65,684.0,62.126999999999995
685,2653.8495000000003,685.0,1023.5625
686,2596.02,686.0,1907.202
687,4802.748,687.0,-1002.1515
688,4077.348,688.0,82.5
689,3180.3,689.0,2960.16284
690,2680.3062,690.0,2360.67
691,5764.1496,691.0,1367.79
692,2519.958,692.0,-1722.9479999999999
693,1663.578,693.0,849.2099999999999
694,2113.056,694.0,603.3858
695,2201.9759999999997,695.0,794.259
696,3326.8469999999998,696.0,3530.19
697,7979.4400000000005,697.0,166.42000000000002
698,2509.104,698.0,754.53
699,2058.496,699.0,401.24
700,1980.264,700.0,2115.831
701,4522.9695,701.0,-4917.885
702,759.06,702.0,2212.971
703,2529.648,703.0,467.8734
704,4794.8751,704.0,3843.71744
705,4274.088,705.0,1961.25
706,9070.944,706.0,-1894.7196000000001
707,3071.232,707.0,1287.09
708,1156.224,708.0,1194.048
709,3525.12,709.0,248.6589
710,2690.142,710.0,728.25
711,1165.8600000000001,711.0,1149.78
712,4922.58,712.0,792.162
713,1627.5744,713.0,317.16
714,8483.508000000002,714.0,1248.62516
715,4349.13,715.0,2197.872
716,3058.176,716.0,1797.324
717,5364.299999999999,717.0,357.126
718,4781.253,718.0,862.83
719,5569.2,719.0,1271.052
720,6723.486,720.0,-1665.948
721,2883.276,721.0,861.822
722,636.78,722.0,-54.963
723,6933.023999999999,723.0,1289.52
724,2007.897,724.0,850.47
725,2279.96,725.0,1107.3
726,2082.36,726.0,499.92
727,908.608,727.0,3090.5317999999997
728,17121.2175,728.0,228.91580000000002
729,3268.128,729.0,1356.42
730,4978.146000000001,730.0,694.38228
731,2653.4016,731.0,531.46
732,6426.2,732.0,-4.410300000000002
733,6262.272,733.0,471.73220000000003
734,1261.182,734.0,1668.91204
735,7886.079000000001,735.0,-2790.8831999999998
736,3479.2799999999997,736.0,203.529
737,3720.0,737.0,199.7205
738,2216.7000000000003,738.0,865.62
739,9033.306,739.0,1063.5
740,4747.896,740.0,-179.2275
741,824.22,741.0,512.1456
742,1716.108,742.0,3304.671
743,7525.9800000000005,743.0,-276.378
744,2339.982,744.0,866.82
745,3546.45,745.0,988.62
746,1814.7599999999998,746.0,254.19
747,4790.3076,747.0,140.8398
748,703.71,748.0,402.76000000000005
749,1877.792,749.0,192.32
750,1516.536,750.0,1974.72936
751,2026.4160000000002,751.0,1168.441
752,3950.2319999999995,752.0,2275.6436
753,1901.5164,753.0,1534.02
754,5211.12,754.0,-306.012
755,3381.2415,755.0,585.708
756,3490.1711999999998,756.0,1506.935
757,3948.4559999999997,757.0,663.6899999999999
758,3069.6,758.0,1791.53544
759,2842.83,759.0,1323.0
760,4442.639999999999,760.0,293.28000000000003
761,4888.5887999999995,761.0,712.41
762,8659.2768,762.0,-4672.701
763,3463.488,763.0,52.58399999999998
764,1718.1,764.0,430.38696
765,5561.289,765.0,132.42
766,3272.0428,766.0,-188.63649999999998
767,4600.092,767.0,1216.8104
768,996.72,768.0,938.838
769,1561.05,769.0,1047.006
770,2173.08,770.0,1539.72
771,750.195,771.0,3779.52
772,8967.228,772.0,611.229
773,2915.304,773.0,657.9
774,4517.8395,774.0,1937.91
775,3138.8,775.0,1090.41
776,3407.94,776.0,267.8625
777,4061.5458399999998,777.0,224.034
778,2082.72,778.0,580.6549
779,2175.0282,779.0,952.52
780,771.228,780.0,77.5074
781,3240.522,781.0,2741.46
782,3110.3325,782.0,372.831
783,6893.88,783.0,812.196
784,12222.672,784.0,2452.56
785,4482.474,785.0,586.7099999999999
786,3059.7960000000003,786.0,848.0160000000001
787,2396.4,787.0,370.494
788,11560.527,788.0,291.1347
789,4072.761,789.0,105.24
790,3843.504,790.0,1053.534
791,3159.585,791.0,-3078.3
792,4711.7625,792.0,482.34000000000003
793,3775.908,793.0,-11632.89
794,4921.8,794.0,1876.35
795,3854.466,795.0,2065.4100000000003
796,7336.737,796.0,2215.98
797,2268.876,797.0,-1149.5078
798,1444.548,798.0,-7025.1916
799,3080.958,799.0,691.1444
800,6320.08,800.0,987.645
801,1727.0819999999999,801.0,192.402
802,1875.034,802.0,527.64
803,3317.0119999999997,803.0,-3006.792
804,1007.979,804.0,96.54
805,5290.173,805.0,2151.2400000000002
806,6411.702,806.0,837.6899999999999
